id,type,Country,County,Municipality,Coordinates,Gender,Age,Language,Nationality,PoliticalSpectrum,SocioeconomicStatus,EU,NATODonovia,Information Dissemination Agents
B-ID-1513,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Middle,NationalLang,Other,Right,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1514,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,NotApplicable,NationalLang,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Alfa (alfa.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-1515,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Old,NationalLang,Other,Right,MiddleClass,Undecided,AntiNATOProDonovia,[]
B-ID-1516,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Old,BothLang,Lithuanian,Left,UpperClass,Undecided,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Facebook(LT)']"
B-ID-1517,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,BothLang,Donovian,Undecided,LowerClass,AntiEU,AntiNATOProDonovia,['Respublika (respublika.lt)']
B-ID-1518,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,NationalLang,Donovian,Left,UpperClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1519,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,NationalLang,Polish,Right,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1520,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Young,DonovianLang,Donovian,Left,UpperClass,ProEU,Neutral,[]
B-ID-1521,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,NationalLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'LNK', 'Lietus Radio (lietus.fm)', 'Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1522,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,BothLang,Donovian,Right,LowerClass,Undecided,AntiNATOProDonovia,[]
B-ID-1523,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Young,NationalLang,Donovian,Right,MiddleClass,Undecided,ProNATOAntiDonovia,[]
B-ID-1524,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Middle,BothLang,Donovian,Left,UpperClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1525,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Middle,NationalLang,Belarusian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['TV3 LT (tv3.lt)', 'LNK']"
B-ID-1526,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Middle,NationalLang,Donovian,Left,UpperClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1527,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,NotApplicable,NationalLang,Other,Left,LowerClass,ProEU,Undecided,"['Delfi LT (delfi.lt)', 'Verslo Zinios (vz.lt)', 'Facebook(LT)']"
B-ID-1528,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,BothLang,Polish,Center,MiddleClass,ProEU,Undecided,"['Lietuvos Rytas (lrytas.lt)', 'Diena (Diena.lt)', 'Facebook(LT)']"
B-ID-1529,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Middle,BothLang,Other,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)']"
B-ID-1530,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Middle,BothLang,Other,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-1531,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Old,NationalLang,Other,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1532,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,NationalLang,Belarusian,Right,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1533,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Middle,BothLang,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)']"
B-ID-1534,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,NationalLang,Donovian,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1535,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,NotApplicable,NationalLang,Polish,Undecided,UpperClass,ProEU,Neutral,"['TV3 LT (tv3.lt)', 'LRT (lrt.lt)', 'Delfi LT (delfi.lt)', '15min (15min.lt)', 'Verslo Zinios (vz.lt)']"
B-ID-1536,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Young,BothLang,Other,Center,UpperClass,AntiEU,Neutral,['VK(LT)']
B-ID-1537,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Old,NationalLang,Lithuanian,Left,MiddleClass,ProEU,AntiNATOProDonovia,[]
B-ID-1538,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,NationalLang,Belarusian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,['TV3 LT (tv3.lt)']
B-ID-1539,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Middle,NationalLang,Other,Center,LowerClass,ProEU,ProNATOAntiDonovia,['LNK']
B-ID-1540,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Old,BothLang,Donovian,Center,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1541,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Female,Old,NationalLang,Lithuanian,Undecided,LowerClass,ProEU,Neutral,[]
B-ID-1542,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,BothLang,Lithuanian,Center,UpperClass,Undecided,ProNATOAntiDonovia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi LT (delfi.lt)', 'Verslo Zinios (vz.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-1543,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,BothLang,Donovian,Undecided,MiddleClass,ProEU,Undecided,[]
B-ID-1544,basic,Lithuania,Utena,Visaginas,55.599876 26.429578,Male,Middle,NationalLang,Donovian,Left,LowerClass,AntiEU,Undecided,['Verslo Zinios (vz.lt)']
B-ID-1545,basic,Lithuania,Utena,Zarasai District,55.732612 55.732612,Male,Old,NationalLang,Lithuanian,Undecided,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(LT)']
B-ID-1546,basic,Lithuania,Utena,Zarasai District,55.732612 55.732612,Female,Old,NationalLang,Polish,Undecided,LowerClass,Undecided,ProNATOAntiDonovia,['LRT (lrt.lt)']
B-ID-1547,basic,Lithuania,Utena,Zarasai District,55.732612 55.732612,Male,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,Undecided,[]
B-ID-1548,basic,Lithuania,Utena,Zarasai District,55.732612 55.732612,Male,Middle,BothLang,Donovian,Left,MiddleClass,Undecided,ProNATOAntiDonovia,['Delfi LT (delfi.lt)']
B-ID-1549,basic,Lithuania,Utena,Zarasai District,55.732612 55.732612,Male,Middle,BothLang,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiDonovia,"['Lietuvos Rytas (lrytas.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-1550,basic,Lithuania,Utena,Zarasai District,55.732612 55.732612,Female,Old,BothLang,Lithuanian,Right,UpperClass,AntiEU,Undecided,['PBK LT']
B-ID-1551,basic,Lithuania,Utena,Zarasai District,55.732612 55.732612,Male,Middle,NationalLang,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiDonovia,"['Delfi LT (delfi.lt)', 'Facebook(LT)', 'Twitter(LT)']"
B-ID-1552,basic,Lithuania,Utena,Zarasai District,55.732612 55.732612,Male,Old,BothLang,Lithuanian,Center,MiddleClass,AntiEU,Undecided,"['Lenta (lenta.ru)', 'Sputnik News LT (sputniknews.ru)']"
B-ID-1553,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,NotApplicable,NationalLang,Polish,Left,MiddleClass,Undecided,ProNATOAntiDonovia,"['TVP1 (tvp.pl)', 'RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'O2 (o2.pl)', 'Facebook(PL)']"
B-ID-1554,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,Middle,NationalLang,Polish,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Niezalezna (niezalezna.pl)', 'Wprost (Wprost.eu)']"
B-ID-1555,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Male,Middle,NationalLang,Polish,Undecided,MiddleClass,ProEU,Neutral,"['Wirtualna Polska (wp.pl)', 'Onet (Onet.pl)', 'Interia (interia.pl)', 'O2 (o2.pl)']"
B-ID-1556,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,Middle,NationalLang,Polish,Right,LowerClass,ProEU,ProNATOAntiDonovia,"['Wirtualna Polska (wp.pl)', 'Facebook(PL)']"
B-ID-1557,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,Young,OtherLang,Polish,Right,UpperClass,ProEU,Neutral,['Facebook(PL)']
B-ID-1558,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Male,Middle,NationalLang,Polish,Right,LowerClass,Undecided,Undecided,[]
B-ID-1559,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Male,Middle,BothLang,Polish,Center,MiddleClass,Undecided,Undecided,['Interia (interia.pl)']
B-ID-1560,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Male,Old,NationalLang,Polish,Undecided,MiddleClass,ProEU,AntiNATOProDonovia,[]
B-ID-1561,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Male,Old,NationalLang,Polish,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['Interia (interia.pl)', 'Facebook(PL)']"
B-ID-1562,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,Middle,NationalLang,Polish,Left,MiddleClass,ProEU,ProNATOAntiDonovia,"['TVN24 (tvn24.pl)', 'RMF FM (rmf.fm)', 'Gazeta Wyborcza (wyborcza.pl)', 'Wirtualna Polska (wp.pl)', 'O2 (o2.pl)', 'Facebook(PL)']"
B-ID-1563,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,Old,NationalLang,Polish,Right,LowerClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-1564,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,Middle,NationalLang,Polish,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Do Rzeczy (dorzeczy.pl)', 'Gazeta Wyborcza (wyborcza.pl)', 'Wirtualna Polska (wp.pl)', 'Niezalezna (niezalezna.pl)', 'wPolityce (wpolityce.pl)', 'Wprost (Wprost.eu)']"
B-ID-1565,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,NotApplicable,BothLang,Polish,Center,LowerClass,ProEU,ProNATOAntiDonovia,"['TVP1 (tvp.pl)', 'RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'Facebook(PL)', 'Twitter(PL)']"
B-ID-1566,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,Middle,NationalLang,Polish,Right,LowerClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'Facebook(PL)']"
B-ID-1567,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Male,Middle,NationalLang,Polish,Right,MiddleClass,Undecided,Undecided,[]
B-ID-1568,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Female,Middle,NationalLang,Polish,Center,MiddleClass,Undecided,ProNATOAntiDonovia,"['Wirtualna Polska (wp.pl)', 'Interia (interia.pl)']"
B-ID-1569,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Male,Middle,NationalLang,Polish,Left,LowerClass,ProEU,AntiNATOProDonovia,[]
B-ID-1570,basic,Poland,Podlaskie,Suwalki,54.254756 23.075778,Male,Young,NationalLang,Polish,Left,LowerClass,AntiEU,Neutral,['Facebook(PL)']
B-ID-1571,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Middle,NationalLang,Polish,Center,UpperClass,AntiEU,Neutral,['Rzeczpospolita (rp.pl)']
B-ID-1572,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Young,NationalLang,Polish,Right,MiddleClass,AntiEU,Neutral,[]
B-ID-1573,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Old,NationalLang,Polish,Left,MiddleClass,AntiEU,ProNATOAntiDonovia,['Facebook(PL)']
B-ID-1574,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Middle,BothLang,Polish,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'Interia (interia.pl)', 'Facebook(PL)']"
B-ID-1575,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Young,NationalLang,Polish,Right,UpperClass,AntiEU,Neutral,['Rzeczpospolita (rp.pl)']
B-ID-1576,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Young,NationalLang,Polish,Left,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(PL)']
B-ID-1577,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,NotApplicable,BothLang,Polish,Center,UpperClass,AntiEU,ProNATOAntiDonovia,"['Rzeczpospolita (rp.pl)', 'Facebook(PL)', 'Twitter(PL)']"
B-ID-1578,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Old,NationalLang,Polish,Right,MiddleClass,Undecided,ProNATOAntiDonovia,['Facebook(PL)']
B-ID-1579,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Middle,NationalLang,Polish,Right,LowerClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)']"
B-ID-1580,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,NotApplicable,NationalLang,Donovian,Right,MiddleClass,ProEU,Neutral,['Facebook(PL)']
B-ID-1581,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,DonovianLang,Polish,Left,MiddleClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1582,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,DonovianLang,Polish,Right,UpperClass,ProEU,ProNATOAntiDonovia,[]
B-ID-1583,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,NotApplicable,NationalLang,Polish,Left,MiddleClass,ProEU,ProNATOAntiDonovia,"['TVN24 (tvn24.pl)', 'RMF FM (rmf.fm)', 'Gazeta Wyborcza (wyborcza.pl)', 'Wirtualna Polska (wp.pl)', 'O2 (o2.pl)', 'KrytykaPolitczyna.pl', 'Facebook(PL)']"
B-ID-1584,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,NationalLang,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Wirtualna Polska (wp.pl)', 'Interia (interia.pl)', 'O2 (o2.pl)', 'Facebook(PL)']"
B-ID-1585,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,NationalLang,Other,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['Wirtualna Polska (wp.pl)', 'Interia (interia.pl)']"
B-ID-1586,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Old,NationalLang,Polish,Left,LowerClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'O2 (o2.pl)']"
B-ID-1587,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,NotApplicable,NationalLang,Polish,Left,LowerClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'O2 (o2.pl)', 'Facebook(PL)']"
B-ID-1588,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Middle,NationalLang,Polish,Left,LowerClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'O2 (o2.pl)']"
B-ID-1589,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Middle,BothLang,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Wirtualna Polska (wp.pl)', 'Interia (interia.pl)', 'O2 (o2.pl)']"
B-ID-1590,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,NotApplicable,BothLang,Polish,Left,MiddleClass,ProEU,Neutral,"['Wirtualna Polska (wp.pl)', 'Onet (Onet.pl)', 'O2 (o2.pl)']"
B-ID-1591,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,NotApplicable,BothLang,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'Interia (interia.pl)', 'O2 (o2.pl)', 'Facebook(PL)']"
B-ID-1592,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Young,NationalLang,Polish,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['TVN24 (tvn24.pl)', 'Rzeczpospolita (rp.pl)', 'Facebook(PL)']"
B-ID-1593,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Old,NationalLang,Polish,Right,UpperClass,ProEU,Neutral,['Rzeczpospolita (rp.pl)']
B-ID-1594,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,NationalLang,Polish,Left,LowerClass,ProEU,ProNATOAntiDonovia,"['Wirtualna Polska (wp.pl)', 'O2 (o2.pl)']"
B-ID-1595,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,NationalLang,Polish,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['TVP Info (tvp.info)', 'RMF FM (rmf.fm)', 'Do Rzeczy (dorzeczy.pl)', 'Gazeta Wyborcza (wyborcza.pl)', 'Wirtualna Polska (wp.pl)', 'Niezalezna (niezalezna.pl)', 'wPolityce (wpolityce.pl)', 'Wprost (Wprost.eu)']"
B-ID-1596,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,NationalLang,Polish,Undecided,UpperClass,AntiEU,ProNATOAntiDonovia,[]
B-ID-1597,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,NationalLang,Polish,Center,MiddleClass,AntiEU,Undecided,[]
B-ID-1598,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,NotApplicable,NationalLang,Polish,Right,UpperClass,ProEU,Undecided,['Facebook(PL)']
B-ID-1599,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Middle,NationalLang,Polish,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['TVN24 (tvn24.pl)', 'RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'Interia (interia.pl)']"
B-ID-1600,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Middle,NationalLang,Polish,Right,MiddleClass,ProEU,ProNATOAntiDonovia,"['TVP1 (tvp.pl)', 'Do Rzeczy (dorzeczy.pl)', 'Gazeta Wyborcza (wyborcza.pl)', 'Wirtualna Polska (wp.pl)', 'Niezalezna (niezalezna.pl)', 'wPolityce (wpolityce.pl)', 'Wprost (Wprost.eu)']"
B-ID-1601,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,NationalLang,Polish,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Niezalezna (niezalezna.pl)', 'Wprost (Wprost.eu)']"
B-ID-1602,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,Middle,NationalLang,Polish,Left,MiddleClass,Undecided,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'O2 (o2.pl)', 'Facebook(PL)']"
B-ID-1603,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Male,NotApplicable,NationalLang,Polish,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['TVP1 (tvp.pl)', 'TVN24 (tvn24.pl)', 'Rzeczpospolita (rp.pl)', 'Facebook(PL)']"
B-ID-1604,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Middle,NationalLang,Polish,Left,LowerClass,Undecided,Neutral,['O2 (o2.pl)']
B-ID-1605,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Middle,NationalLang,Polish,Center,UpperClass,ProEU,ProNATOAntiDonovia,"['TVN24 (tvn24.pl)', 'Rzeczpospolita (rp.pl)']"
B-ID-1606,basic,Poland,Podlaskie,Suwalki City,54.102686 22.929131,Female,Old,NationalLang,Polish,Right,MiddleClass,AntiEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Niezalezna (niezalezna.pl)', 'Facebook(PL)']"
B-ID-1607,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Female,Middle,NationalLang,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'Interia (interia.pl)', 'O2 (o2.pl)', 'Facebook(PL)']"
B-ID-1608,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Male,NotApplicable,NationalLang,Other,Left,LowerClass,AntiEU,ProNATOAntiDonovia,"['Facebook(PL)', 'Twitter(PL)']"
B-ID-1609,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Female,Old,NationalLang,Polish,Undecided,LowerClass,Undecided,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'O2 (o2.pl)']"
B-ID-1610,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Male,Middle,NationalLang,Polish,Center,MiddleClass,ProEU,ProNATOAntiDonovia,"['TVN24 (tvn24.pl)', 'RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'Interia (interia.pl)']"
B-ID-1611,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Female,Old,NationalLang,Polish,Center,MiddleClass,ProEU,AntiNATOProDonovia,['Facebook(PL)']
B-ID-1612,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Male,Middle,NationalLang,Polish,Undecided,LowerClass,Undecided,AntiNATOProDonovia,[]
B-ID-1613,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Male,Old,NationalLang,Polish,Left,MiddleClass,AntiEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Facebook(PL)']"
B-ID-1614,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Female,Middle,NationalLang,Polish,Center,LowerClass,ProEU,ProNATOAntiDonovia,"['RMF FM (rmf.fm)', 'Wirtualna Polska (wp.pl)', 'Facebook(PL)']"
B-ID-1615,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Male,Middle,NationalLang,Polish,Right,LowerClass,AntiEU,ProNATOAntiDonovia,['Facebook(PL)']
B-ID-1616,basic,Poland,Podlaskie,Sejny,54.106835 23.349272,Female,Middle,NationalLang,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiDonovia,"['Wirtualna Polska (wp.pl)', 'Interia (interia.pl)', 'O2 (o2.pl)', 'Facebook(PL)']"
B-ID-1617,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Male,Middle,BothLang,Belarusian,Undecided,LowerClass,ProEU,AntiNATOProDonovia,"['Onliner (onliner.by)', 'Facebook(BY)']"
B-ID-1618,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Female,Middle,DonovianLang,Belarusian,Left,UpperClass,ProEU,AntiNATOProDonovia,"['Onliner (onliner.by)', 'Facebook(BY)', 'Telegram', 'Twitter(BY)']"
B-ID-1619,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Male,NotApplicable,BothLang,Belarusian,Right,MiddleClass,AntiEU,AntiNATOProDonovia,"['ONT (ont.by)', 'TNT (tnt-online.ru)', '1st National Channel (tvr.by)', 'Belarus Segodnya (sb.by)', 'Sputnik Belarus (sputnik.by)', 'Onliner (onliner.by)', 'RIA Novosti (ria.ru)', 'Belta (eng.belta.by)', 'Lenta (lenta.ru)', 'RBC (rbc.ru)', 'KP.ru', 'Facebook(BY)', 'Odnoklassniki(BY)', 'Telegram', 'Twitter(BY)', 'VK(BY)']"
B-ID-1620,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Female,Middle,NationalLang,Belarusian,Undecided,MiddleClass,AntiEU,AntiNATOProDonovia,"['ONT (ont.by)', '1st National Channel (tvr.by)']"
B-ID-1621,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Female,Young,DonovianLang,Belarusian,Undecided,LowerClass,AntiEU,AntiNATOProDonovia,"['ONT (ont.by)', 'Onliner (onliner.by)', 'Facebook(BY)', 'Odnoklassniki(BY)', 'Telegram', 'Twitter(BY)', 'VK(BY)']"
B-ID-1622,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Male,NotApplicable,DonovianLang,Belarusian,Center,MiddleClass,Undecided,Undecided,"['ONT (ont.by)', '1st National Channel (tvr.by)', 'Onliner (onliner.by)', 'Facebook(BY)', 'Odnoklassniki(BY)', 'Telegram', 'Twitter(BY)', 'VK(BY)']"
B-ID-1623,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Female,Middle,BothLang,Donovian,Right,LowerClass,AntiEU,AntiNATOProDonovia,"['ONT (ont.by)', 'Onliner (onliner.by)', 'RIA Novosti (ria.ru)', 'KP.ru', 'Facebook(BY)', 'Odnoklassniki(BY)', 'Telegram', 'VK(BY)']"
B-ID-1624,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Male,Middle,OtherLang,Belarusian,Center,LowerClass,AntiEU,AntiNATOProDonovia,[]
B-ID-1625,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Female,NotApplicable,BothLang,Belarusian,Right,MiddleClass,ProEU,AntiNATOProDonovia,"['Onliner (onliner.by)', 'Facebook(BY)', 'Telegram', 'Twitter(BY)']"
B-ID-1626,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Male,Middle,DonovianLang,Belarusian,Right,MiddleClass,Undecided,AntiNATOProDonovia,"['ONT (ont.by)', '1st National Channel (tvr.by)', 'Onliner (onliner.by)', 'Facebook(BY)', 'Odnoklassniki(BY)', 'Telegram', 'Twitter(BY)', 'VK(BY)']"
B-ID-1627,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Female,NotApplicable,NationalLang,Donovian,Undecided,MiddleClass,AntiEU,Undecided,"['ONT (ont.by)', 'Facebook(BY)']"
B-ID-1628,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Female,NotApplicable,BothLang,Belarusian,Right,UpperClass,ProEU,AntiNATOProDonovia,"['Onliner (onliner.by)', 'Facebook(BY)', 'Telegram', 'Twitter(BY)']"
B-ID-1629,basic,Belarus,Grodno,Grodno District,53.724827 23.817228,Male,Middle,NationalLang,Belarusian,Left,UpperClass,ProEU,AntiNATOProDonovia,[]
